flight_id,flight_no,arrival_airport,airport_name,city,scheduled_departure,scheduled_arrival,status,arival_longitude,arival_latitude,model,total_seat_cnt,occ_seats,sum_per_flight,time_in_air
136398,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-28T10:05:00Z,2016-11-28T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,102,1470000.00,98.0
136399,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-21T10:05:00Z,2017-05-21T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,107,1555400.00,101.0
136400,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-21T10:05:00Z,2016-10-21T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,119,1727400.00,98.0
136401,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-06T10:05:00Z,2017-04-06T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,119,1727400.00,100.0
136402,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-22T10:05:00Z,2016-09-22T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,104,1544400.00,100.0
136403,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-20T10:05:00Z,2017-02-20T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,129,1873800.00,100.0
136404,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-31T10:05:00Z,2017-03-31T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,112,1665200.00,100.0
136405,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-19T10:05:00Z,2017-04-19T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,120,1715200.00,101.0
136406,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-17T10:05:00Z,2017-03-17T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,107,1555400.00,100.0
136407,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-04T10:05:00Z,2016-10-04T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,128,1861600.00,99.0
136408,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-12T10:05:00Z,2016-10-12T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,124,1812800.00,100.0
136409,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-10T10:05:00Z,2017-08-10T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,106,1568800.00,99.0
136410,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-27T10:05:00Z,2016-09-27T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,117,1726200.00,100.0
136411,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,110,1590800.00,100.0
136412,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-13T10:05:00Z,2016-11-13T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,106,1493200.00,100.0
136413,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-13T10:05:00Z,2017-06-13T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1617600.00,100.0
136414,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-16T10:05:00Z,2017-07-16T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,114,1615200.00,99.0
136415,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-01T10:05:00Z,2017-05-01T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,116,1666400.00,101.0
136416,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-08-16T10:05:00Z,2016-08-16T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,48,662400.00,101.0
136417,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-29T10:05:00Z,2016-10-29T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,117,1726200.00,101.0
136418,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-07T10:05:00Z,2016-12-07T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,97,1407800.00,100.0
136419,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-10T10:05:00Z,2017-04-10T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1590800.00,101.0
136420,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-01T10:05:00Z,2017-01-01T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,104,1542000.00,98.0
136421,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-03T10:05:00Z,2017-06-03T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,110,1590800.00,101.0
136422,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-08-18T10:05:00Z,2016-08-18T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,44,636800.00,101.0
136423,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-10T10:05:00Z,2017-01-10T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,129,1849400.00,100.0
136424,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-13T10:05:00Z,2017-03-13T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,119,1727400.00,102.0
136425,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-30T10:05:00Z,2016-10-30T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,112,1617600.00,99.0
136426,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-24T10:05:00Z,2017-06-24T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,125,1800600.00,98.0
136427,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-02T10:05:00Z,2017-03-02T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,130,1886000.00,99.0
136428,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-21T10:05:00Z,2017-01-21T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,115,1678600.00,99.0
136429,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-10T10:05:00Z,2017-05-10T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,115,1703000.00,101.0
136430,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-07T10:05:00Z,2017-06-07T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,115,1701800.00,99.0
136431,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-06T10:05:00Z,2017-08-06T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,117,1654200.00,99.0
136432,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-09T10:05:00Z,2017-03-09T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,123,1798200.00,100.0
136433,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-04T10:05:00Z,2016-09-04T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,92,1273600.00,100.0
136434,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-21T10:05:00Z,2016-11-21T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,106,1544400.00,99.0
136435,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-08T10:05:00Z,2017-04-08T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,115,1628600.00,99.0
136436,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-26T10:05:00Z,2017-01-26T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,124,1811600.00,99.0
136437,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-08-25T10:05:00Z,2016-08-25T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,92,1371200.00,101.0
136438,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-26T10:05:00Z,2017-04-26T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,116,1715200.00,100.0
136439,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-25T10:05:00Z,2017-02-25T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,117,1701800.00,100.0
136440,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-09-01T10:05:00Z,2017-09-01T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,1128400.00,
136441,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,128,1837200.00,100.0
136442,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-13T10:05:00Z,2016-10-13T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,96,1323600.00,100.0
136443,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-27T10:05:00Z,2017-05-27T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,113,1654200.00,100.0
136444,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-07T10:05:00Z,2017-05-07T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,115,1653000.00,98.0
136445,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-24T10:05:00Z,2017-03-24T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,95,1384600.00,100.0
136446,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-08-15T10:05:00Z,2016-08-15T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,48,661200.00,99.0
136447,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-11T10:05:00Z,2016-12-11T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,116,1642000.00,100.0
136448,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-01T10:05:00Z,2017-08-01T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,126,1837200.00,100.0
136449,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-05T10:05:00Z,2016-11-05T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,114,1640800.00,100.0
136450,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-06T10:05:00Z,2016-12-06T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,107,1554200.00,102.0
136451,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-20T10:05:00Z,2016-10-20T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,120,1712800.00,98.0
136452,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-17T10:05:00Z,2017-02-17T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,109,1603000.00,100.0
136453,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-27T10:05:00Z,2017-06-27T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,116,1689600.00,100.0
136454,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-12T10:05:00Z,2017-08-12T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,116,1714000.00,99.0
136455,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-21T10:05:00Z,2017-03-21T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,110,1568800.00,99.0
136456,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-04T10:05:00Z,2017-04-04T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,122,1787200.00,100.0
136457,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-12T10:05:00Z,2016-11-12T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,121,1751800.00,100.0
136458,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-02T10:05:00Z,2017-01-02T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,110,1568800.00,99.0
136459,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-18T10:05:00Z,2016-11-18T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,104,1493200.00,100.0
136460,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-25T10:05:00Z,2017-08-25T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,1836000.00,
136461,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-21T10:05:00Z,2017-04-21T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,110,1616400.00,98.0
136462,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-03T10:05:00Z,2017-07-03T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,122,1788400.00,100.0
136463,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-20T10:05:00Z,2017-01-20T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,122,1788400.00,99.0
136464,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-09T10:05:00Z,2017-01-09T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,100,1398000.00,100.0
136465,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-15T10:05:00Z,2016-12-15T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,130,1886000.00,102.0
136466,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-22T10:05:00Z,2017-05-22T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,120,1764000.00,99.0
136467,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-30T10:05:00Z,2017-08-30T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,1383400.00,
136468,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-21T10:05:00Z,2017-07-21T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,120,1764000.00,99.0
136469,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-07T10:05:00Z,2016-09-07T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,111,1629800.00,101.0
136470,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-27T10:05:00Z,2016-10-27T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,110,1593200.00,100.0
136471,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-17T10:05:00Z,2017-01-17T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,120,1762800.00,100.0
136472,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-12T10:05:00Z,2017-06-12T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,112,1639600.00,100.0
136473,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-17T10:05:00Z,2017-08-17T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,1886000.00,
136474,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-02T10:05:00Z,2016-12-02T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,130,1886000.00,98.0
136475,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-27T10:05:00Z,2017-03-27T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,107,1529800.00,100.0
136476,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-28T10:05:00Z,2017-07-28T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,107,1555400.00,100.0
136477,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-09T10:05:00Z,2017-07-09T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,123,1773800.00,101.0
136478,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-17T10:05:00Z,2017-07-17T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,129,1873800.00,100.0
136479,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-21T10:05:00Z,2017-02-21T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,122,1738400.00,99.0
136480,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-27T10:05:00Z,2017-07-27T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,124,1812800.00,98.0
136481,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-07T10:05:00Z,2016-10-07T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1592000.00,98.0
136482,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-30T10:05:00Z,2017-03-30T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,111,1581000.00,99.0
136483,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-08-28T10:05:00Z,2016-08-28T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,121,1727400.00,99.0
136484,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-31T10:05:00Z,2016-10-31T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,116,1690800.00,100.0
136485,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-27T10:05:00Z,2017-01-27T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,106,1520000.00,100.0
136486,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,107,1505400.00,101.0
136487,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-14T10:05:00Z,2017-04-14T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,127,1849400.00,101.0
136488,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-19T10:05:00Z,2017-03-19T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,111,1653000.00,99.0
136489,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-23T10:05:00Z,2016-09-23T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,98,1421200.00,100.0
136490,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-26T10:05:00Z,2016-10-26T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,110,1615200.00,101.0
136491,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-08T10:05:00Z,2016-12-08T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,103,1505400.00,101.0
136492,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-23T10:05:00Z,2016-12-23T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,118,1690800.00,100.0
136493,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-16T10:05:00Z,2016-09-16T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,113,1678600.00,101.0
136494,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-29T10:05:00Z,2016-11-29T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,109,1579800.00,101.0
136495,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-26T10:05:00Z,2017-08-26T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,1812800.00,
136496,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-19T10:05:00Z,2017-06-19T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,118,1715200.00,100.0
136497,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-20T10:05:00Z,2017-03-20T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,118,1739600.00,100.0
136498,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-24T10:05:00Z,2017-04-24T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,105,1555400.00,99.0
136499,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-06T10:05:00Z,2016-11-06T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,114,1642000.00,99.0
136500,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-15T10:05:00Z,2017-05-15T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,122,1739600.00,100.0
136501,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-26T10:05:00Z,2016-09-26T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,118,1715200.00,102.0
136502,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-08T10:05:00Z,2017-06-08T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1520000.00,100.0
136503,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-04T10:05:00Z,2017-03-04T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,111,1579800.00,98.0
136504,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-14T10:05:00Z,2016-10-14T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,118,1715200.00,100.0
136505,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-19T10:05:00Z,2016-10-19T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,99,1383400.00,100.0
136506,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-04T10:05:00Z,2017-05-04T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1568800.00,101.0
136507,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-05T10:05:00Z,2017-07-05T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,127,1848200.00,100.0
136508,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-26T10:05:00Z,2017-05-26T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,116,1690800.00,99.0
136509,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-16T10:05:00Z,2017-03-16T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,106,1542000.00,99.0
136510,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-29T10:05:00Z,2017-06-29T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,99,1434600.00,100.0
136511,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-02-21T06:10:00Z,2017-02-21T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,310.0
136512,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2016-08-16T06:10:00Z,2016-08-16T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,303.0
136513,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-02-28T06:10:00Z,2017-02-28T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,310.0
136514,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-02-07T06:10:00Z,2017-02-07T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,299.0
136515,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2016-11-29T06:10:00Z,2016-11-29T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,299.0
136516,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-03-21T06:10:00Z,2017-03-21T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,304.0
136517,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-05-09T06:10:00Z,2017-05-09T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,308.0
136518,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2016-12-20T06:10:00Z,2016-12-20T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,304.0
136519,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-07-04T06:10:00Z,2017-07-04T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,304.0
136520,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-05-02T06:10:00Z,2017-05-02T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,303.0
136521,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-04-04T06:10:00Z,2017-04-04T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,305.0
136522,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2016-11-15T06:10:00Z,2016-11-15T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,305.0
136523,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-01-10T06:10:00Z,2017-01-10T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,312.0
136524,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-04-25T06:10:00Z,2017-04-25T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,307.0
136525,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-08-01T06:10:00Z,2017-08-01T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,303.0
136526,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2016-09-13T06:10:00Z,2016-09-13T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,303.0
136527,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-05-16T06:10:00Z,2017-05-16T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,306.0
136528,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2016-09-06T06:10:00Z,2016-09-06T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,309.0
136529,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-06-13T06:10:00Z,2017-06-13T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,302.0
136530,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-08-29T06:10:00Z,2017-08-29T11:15:00Z,Scheduled,86.877197265625,53.8114013671875,Boeing 737-300,130,,,
136531,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-03-28T06:10:00Z,2017-03-28T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,307.0
136532,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2016-10-04T06:10:00Z,2016-10-04T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,303.0
136533,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2016-12-13T06:10:00Z,2016-12-13T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,303.0
136534,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2016-12-06T06:10:00Z,2016-12-06T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,304.0
136535,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2016-08-30T06:10:00Z,2016-08-30T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,308.0
136536,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2016-08-23T06:10:00Z,2016-08-23T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,305.0
136537,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-06-27T06:10:00Z,2017-06-27T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,307.0
136538,PG0194,NOZ,Spichenkovo Airport,Novokuznetsk,2017-07-25T06:10:00Z,2017-07-25T11:15:00Z,Arrived,86.877197265625,53.8114013671875,Boeing 737-300,130,,,304.0
